Model,Precision,Recall,Threshold
attnresunet,0.007,1.0,0.1263
attnresunet,0.007,1.0,0.1263
attnresunet,0.007,1.0,0.1263
attnresunet,0.007,1.0,0.1263
attnresunet,0.007,1.0,0.1263
attnresunet,0.007,1.0,0.1263
attnresunet,0.007,1.0,0.1263
attnresunet,0.007,1.0,0.1263
attnresunet,0.007,1.0,0.1263
attnresunet,0.007,1.0,0.1264
attnresunet,0.007,1.0,0.1265
attnresunet,0.007,1.0,0.1265
attnresunet,0.007,1.0,0.1265
attnresunet,0.007,1.0,0.1265
attnresunet,0.007,1.0,0.1265
attnresunet,0.007,1.0,0.1265
attnresunet,0.007,1.0,0.1266
attnresunet,0.007,1.0,0.1266
attnresunet,0.007,1.0,0.1266
attnresunet,0.007,1.0,0.1266
attnresunet,0.007,1.0,0.1267
attnresunet,0.007,1.0,0.1267
attnresunet,0.007,1.0,0.1267
attnresunet,0.007,1.0,0.1267
attnresunet,0.007,1.0,0.1268
attnresunet,0.007,1.0,0.1268
attnresunet,0.007,1.0,0.1268
attnresunet,0.007,1.0,0.1268
attnresunet,0.007,1.0,0.1268
attnresunet,0.007,1.0,0.1269
attnresunet,0.007,1.0,0.1269
attnresunet,0.007,1.0,0.1269
attnresunet,0.007,1.0,0.1269
attnresunet,0.007,1.0,0.1269
attnresunet,0.007,1.0,0.127
attnresunet,0.007,1.0,0.127
attnresunet,0.0071,1.0,0.127
attnresunet,0.0071,1.0,0.127
attnresunet,0.0071,1.0,0.127
attnresunet,0.0071,1.0,0.127
attnresunet,0.0071,1.0,0.127
attnresunet,0.0071,1.0,0.1271
attnresunet,0.0071,1.0,0.1271
attnresunet,0.0071,1.0,0.1272
attnresunet,0.0071,1.0,0.1272
attnresunet,0.0071,1.0,0.1272
attnresunet,0.0071,1.0,0.1272
attnresunet,0.0071,1.0,0.1272
attnresunet,0.0071,1.0,0.1272
attnresunet,0.0071,1.0,0.1273
attnresunet,0.0071,1.0,0.1273
attnresunet,0.0071,1.0,0.1273
attnresunet,0.0071,1.0,0.1273
attnresunet,0.0071,1.0,0.1273
attnresunet,0.0071,1.0,0.1273
attnresunet,0.0071,1.0,0.1274
attnresunet,0.0071,1.0,0.1274
attnresunet,0.0071,1.0,0.1275
attnresunet,0.0071,1.0,0.1275
attnresunet,0.0071,1.0,0.1275
attnresunet,0.0071,1.0,0.1275
attnresunet,0.0071,1.0,0.1275
attnresunet,0.0071,1.0,0.1275
attnresunet,0.0071,1.0,0.1275
attnresunet,0.0071,1.0,0.1276
attnresunet,0.0071,1.0,0.1276
attnresunet,0.0071,1.0,0.1276
attnresunet,0.0071,1.0,0.1276
attnresunet,0.0071,1.0,0.1276
attnresunet,0.0071,1.0,0.1277
attnresunet,0.0071,1.0,0.1277
attnresunet,0.0071,1.0,0.1277
attnresunet,0.0071,1.0,0.1277
attnresunet,0.0071,1.0,0.1277
attnresunet,0.0071,1.0,0.1278
attnresunet,0.0071,1.0,0.1278
attnresunet,0.0071,1.0,0.1278
attnresunet,0.0071,1.0,0.1278
attnresunet,0.0071,1.0,0.1278
attnresunet,0.0071,1.0,0.1278
attnresunet,0.0071,1.0,0.1278
attnresunet,0.0071,1.0,0.1278
attnresunet,0.0071,1.0,0.1278
attnresunet,0.0071,1.0,0.1279
attnresunet,0.0071,1.0,0.1279
attnresunet,0.0071,1.0,0.1279
attnresunet,0.0071,1.0,0.1279
attnresunet,0.0071,1.0,0.128
attnresunet,0.0071,1.0,0.128
attnresunet,0.0071,1.0,0.128
attnresunet,0.0071,1.0,0.128
attnresunet,0.0071,1.0,0.128
attnresunet,0.0071,1.0,0.128
attnresunet,0.0071,1.0,0.128
attnresunet,0.0071,1.0,0.128
attnresunet,0.0071,1.0,0.1281
attnresunet,0.0071,1.0,0.1281
attnresunet,0.0071,1.0,0.1281
attnresunet,0.0071,1.0,0.1281
attnresunet,0.0071,1.0,0.1281
attnresunet,0.0071,1.0,0.1281
attnresunet,0.0071,1.0,0.1281
attnresunet,0.0071,1.0,0.1282
attnresunet,0.0071,1.0,0.1282
attnresunet,0.0071,1.0,0.1282
attnresunet,0.0071,1.0,0.1282
attnresunet,0.0071,1.0,0.1282
attnresunet,0.0071,1.0,0.1282
attnresunet,0.0071,1.0,0.1282
attnresunet,0.0071,1.0,0.1282
attnresunet,0.0071,1.0,0.1282
attnresunet,0.0071,1.0,0.1283
attnresunet,0.0071,1.0,0.1283
attnresunet,0.0071,1.0,0.1283
attnresunet,0.0071,1.0,0.1284
attnresunet,0.0071,1.0,0.1284
attnresunet,0.0071,1.0,0.1284
attnresunet,0.0071,1.0,0.1284
attnresunet,0.0071,1.0,0.1284
attnresunet,0.0071,1.0,0.1284
attnresunet,0.0071,1.0,0.1284
attnresunet,0.0071,1.0,0.1284
attnresunet,0.0071,1.0,0.1285
attnresunet,0.0071,1.0,0.1285
attnresunet,0.0071,1.0,0.1285
attnresunet,0.0071,1.0,0.1285
attnresunet,0.0071,1.0,0.1285
attnresunet,0.0071,1.0,0.1285
attnresunet,0.0071,1.0,0.1285
attnresunet,0.0071,1.0,0.1286
attnresunet,0.0071,1.0,0.1286
attnresunet,0.0071,1.0,0.1286
attnresunet,0.0071,1.0,0.1286
attnresunet,0.0071,1.0,0.1286
attnresunet,0.0071,1.0,0.1287
attnresunet,0.0071,1.0,0.1287
attnresunet,0.0071,1.0,0.1287
attnresunet,0.0071,1.0,0.1287
attnresunet,0.0071,1.0,0.1288
attnresunet,0.0071,1.0,0.1288
attnresunet,0.0071,1.0,0.1288
attnresunet,0.0071,1.0,0.1288
attnresunet,0.0071,1.0,0.1288
attnresunet,0.0071,1.0,0.1289
attnresunet,0.0071,1.0,0.1289
attnresunet,0.0071,1.0,0.1289
attnresunet,0.0071,1.0,0.1289
attnresunet,0.0071,1.0,0.1289
attnresunet,0.0071,1.0,0.1289
attnresunet,0.0071,1.0,0.129
attnresunet,0.0071,1.0,0.129
attnresunet,0.0071,1.0,0.129
attnresunet,0.0071,1.0,0.129
attnresunet,0.0071,1.0,0.129
attnresunet,0.0071,1.0,0.1291
attnresunet,0.0071,1.0,0.1291
attnresunet,0.0071,1.0,0.1291
attnresunet,0.0071,1.0,0.1291
attnresunet,0.0071,1.0,0.1291
attnresunet,0.0071,1.0,0.1291
attnresunet,0.0071,1.0,0.1292
attnresunet,0.0071,1.0,0.1292
attnresunet,0.0071,1.0,0.1292
attnresunet,0.0071,1.0,0.1292
attnresunet,0.0071,1.0,0.1292
attnresunet,0.0071,1.0,0.1292
attnresunet,0.0071,1.0,0.1292
attnresunet,0.0071,1.0,0.1292
attnresunet,0.0071,1.0,0.1292
attnresunet,0.0071,1.0,0.1293
attnresunet,0.0071,1.0,0.1293
attnresunet,0.0071,1.0,0.1293
attnresunet,0.0071,1.0,0.1293
attnresunet,0.0071,1.0,0.1293
attnresunet,0.0071,1.0,0.1293
attnresunet,0.0071,1.0,0.1293
attnresunet,0.0071,1.0,0.1293
attnresunet,0.0071,1.0,0.1293
attnresunet,0.0071,1.0,0.1293
attnresunet,0.0071,1.0,0.1294
attnresunet,0.0071,1.0,0.1294
attnresunet,0.0071,1.0,0.1295
attnresunet,0.0071,1.0,0.1295
attnresunet,0.0071,1.0,0.1295
attnresunet,0.0071,1.0,0.1295
attnresunet,0.0071,1.0,0.1296
attnresunet,0.0071,1.0,0.1296
attnresunet,0.0071,1.0,0.1296
attnresunet,0.0071,1.0,0.1296
attnresunet,0.0071,1.0,0.1296
attnresunet,0.0071,1.0,0.1296
attnresunet,0.0071,1.0,0.1296
attnresunet,0.0071,1.0,0.1296
attnresunet,0.0071,1.0,0.1296
attnresunet,0.0071,1.0,0.1297
attnresunet,0.0072,1.0,0.1297
attnresunet,0.0072,1.0,0.1297
attnresunet,0.0072,1.0,0.1297
attnresunet,0.0072,1.0,0.1297
attnresunet,0.0072,1.0,0.1297
attnresunet,0.0072,1.0,0.1298
attnresunet,0.0072,1.0,0.1298
attnresunet,0.0072,1.0,0.1298
attnresunet,0.0072,1.0,0.1299
attnresunet,0.0072,1.0,0.1299
attnresunet,0.0072,1.0,0.1299
attnresunet,0.0072,1.0,0.1299
attnresunet,0.0072,1.0,0.1299
attnresunet,0.0072,1.0,0.1299
attnresunet,0.0072,1.0,0.13
attnresunet,0.0072,1.0,0.1301
attnresunet,0.0072,1.0,0.1301
attnresunet,0.0072,1.0,0.1301
attnresunet,0.0072,1.0,0.1301
attnresunet,0.0072,1.0,0.1301
attnresunet,0.0072,1.0,0.1301
attnresunet,0.0072,1.0,0.1302
attnresunet,0.0072,1.0,0.1302
attnresunet,0.0072,1.0,0.1302
attnresunet,0.0072,1.0,0.1302
attnresunet,0.0072,1.0,0.1302
attnresunet,0.0072,1.0,0.1302
attnresunet,0.0072,1.0,0.1302
attnresunet,0.0072,1.0,0.1303
attnresunet,0.0072,1.0,0.1303
attnresunet,0.0072,1.0,0.1303
attnresunet,0.0072,1.0,0.1303
attnresunet,0.0072,1.0,0.1303
attnresunet,0.0072,1.0,0.1303
attnresunet,0.0072,1.0,0.1303
attnresunet,0.0072,1.0,0.1303
attnresunet,0.0072,1.0,0.1304
attnresunet,0.0072,1.0,0.1304
attnresunet,0.0072,1.0,0.1304
attnresunet,0.0072,1.0,0.1304
attnresunet,0.0072,1.0,0.1304
attnresunet,0.0072,1.0,0.1305
attnresunet,0.0072,1.0,0.1305
attnresunet,0.0072,1.0,0.1305
attnresunet,0.0072,1.0,0.1305
attnresunet,0.0072,1.0,0.1305
attnresunet,0.0072,1.0,0.1306
attnresunet,0.0072,1.0,0.1306
attnresunet,0.0072,1.0,0.1306
attnresunet,0.0072,1.0,0.1306
attnresunet,0.0072,1.0,0.1306
attnresunet,0.0072,1.0,0.1306
attnresunet,0.0072,1.0,0.1306
attnresunet,0.0072,1.0,0.1306
attnresunet,0.0072,1.0,0.1307
attnresunet,0.0072,1.0,0.1307
attnresunet,0.0072,1.0,0.1307
attnresunet,0.0072,1.0,0.1307
attnresunet,0.0072,1.0,0.1307
attnresunet,0.0072,1.0,0.1308
attnresunet,0.0072,1.0,0.1308
attnresunet,0.0072,1.0,0.1308
attnresunet,0.0072,1.0,0.1308
attnresunet,0.0072,1.0,0.1308
attnresunet,0.0072,1.0,0.1308
attnresunet,0.0072,1.0,0.1308
attnresunet,0.0072,1.0,0.1309
attnresunet,0.0072,1.0,0.1309
attnresunet,0.0072,1.0,0.1309
attnresunet,0.0072,1.0,0.1309
attnresunet,0.0072,1.0,0.1309
attnresunet,0.0072,1.0,0.1309
attnresunet,0.0072,1.0,0.131
attnresunet,0.0072,1.0,0.131
attnresunet,0.0072,1.0,0.131
attnresunet,0.0072,1.0,0.131
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1311
attnresunet,0.0072,1.0,0.1312
attnresunet,0.0072,1.0,0.1312
attnresunet,0.0072,1.0,0.1312
attnresunet,0.0072,1.0,0.1312
attnresunet,0.0072,1.0,0.1312
attnresunet,0.0072,1.0,0.1312
attnresunet,0.0072,1.0,0.1312
attnresunet,0.0072,1.0,0.1313
attnresunet,0.0072,1.0,0.1313
attnresunet,0.0072,1.0,0.1313
attnresunet,0.0072,1.0,0.1313
attnresunet,0.0072,1.0,0.1313
attnresunet,0.0072,1.0,0.1313
attnresunet,0.0072,1.0,0.1313
attnresunet,0.0072,1.0,0.1314
attnresunet,0.0072,1.0,0.1314
attnresunet,0.0072,1.0,0.1314
attnresunet,0.0072,1.0,0.1314
attnresunet,0.0072,1.0,0.1314
attnresunet,0.0072,1.0,0.1315
attnresunet,0.0072,1.0,0.1315
attnresunet,0.0072,1.0,0.1315
attnresunet,0.0072,1.0,0.1315
attnresunet,0.0072,1.0,0.1315
attnresunet,0.0072,1.0,0.1315
attnresunet,0.0072,1.0,0.1315
attnresunet,0.0072,1.0,0.1315
attnresunet,0.0072,1.0,0.1315
attnresunet,0.0072,1.0,0.1315
attnresunet,0.0072,1.0,0.1315
attnresunet,0.0072,1.0,0.1316
attnresunet,0.0072,1.0,0.1316
attnresunet,0.0072,1.0,0.1317
attnresunet,0.0072,1.0,0.1317
attnresunet,0.0072,1.0,0.1317
attnresunet,0.0072,1.0,0.1317
attnresunet,0.0072,1.0,0.1317
attnresunet,0.0072,1.0,0.1317
attnresunet,0.0072,1.0,0.1317
attnresunet,0.0072,1.0,0.1317
attnresunet,0.0072,1.0,0.1317
attnresunet,0.0072,1.0,0.1318
attnresunet,0.0072,1.0,0.1318
attnresunet,0.0072,1.0,0.1318
attnresunet,0.0072,1.0,0.1318
attnresunet,0.0072,1.0,0.1318
attnresunet,0.0072,1.0,0.1318
attnresunet,0.0072,1.0,0.1318
attnresunet,0.0072,1.0,0.1318
attnresunet,0.0072,1.0,0.1318
attnresunet,0.0072,1.0,0.1319
attnresunet,0.0072,1.0,0.1319
attnresunet,0.0072,1.0,0.1319
attnresunet,0.0072,1.0,0.1319
attnresunet,0.0072,1.0,0.1319
attnresunet,0.0072,1.0,0.1319
attnresunet,0.0072,1.0,0.1319
attnresunet,0.0072,1.0,0.1319
attnresunet,0.0072,1.0,0.1319
attnresunet,0.0072,1.0,0.132
attnresunet,0.0073,1.0,0.132
attnresunet,0.0073,1.0,0.132
attnresunet,0.0073,1.0,0.132
attnresunet,0.0073,1.0,0.132
attnresunet,0.0073,1.0,0.132
attnresunet,0.0073,1.0,0.132
attnresunet,0.0073,1.0,0.1321
attnresunet,0.0073,1.0,0.1321
attnresunet,0.0073,1.0,0.1321
attnresunet,0.0073,1.0,0.1321
attnresunet,0.0073,1.0,0.1321
attnresunet,0.0073,1.0,0.1321
attnresunet,0.0073,1.0,0.1321
attnresunet,0.0073,1.0,0.1321
attnresunet,0.0073,1.0,0.1322
attnresunet,0.0073,1.0,0.1322
attnresunet,0.0073,1.0,0.1322
attnresunet,0.0073,1.0,0.1322
attnresunet,0.0073,1.0,0.1322
attnresunet,0.0073,1.0,0.1322
attnresunet,0.0073,1.0,0.1322
attnresunet,0.0073,1.0,0.1322
attnresunet,0.0073,1.0,0.1322
attnresunet,0.0073,1.0,0.1323
attnresunet,0.0073,1.0,0.1323
attnresunet,0.0073,1.0,0.1323
attnresunet,0.0073,1.0,0.1323
attnresunet,0.0073,1.0,0.1323
attnresunet,0.0073,1.0,0.1323
attnresunet,0.0073,1.0,0.1323
attnresunet,0.0073,1.0,0.1323
attnresunet,0.0073,1.0,0.1323
attnresunet,0.0073,1.0,0.1323
attnresunet,0.0073,1.0,0.1323
attnresunet,0.0073,1.0,0.1323
attnresunet,0.0073,1.0,0.1324
attnresunet,0.0073,1.0,0.1325
attnresunet,0.0073,1.0,0.1325
attnresunet,0.0073,1.0,0.1325
attnresunet,0.0073,1.0,0.1325
attnresunet,0.0073,1.0,0.1325
attnresunet,0.0073,1.0,0.1326
attnresunet,0.0073,1.0,0.1326
attnresunet,0.0073,1.0,0.1326
attnresunet,0.0073,1.0,0.1326
attnresunet,0.0073,1.0,0.1326
attnresunet,0.0073,1.0,0.1326
attnresunet,0.0073,1.0,0.1326
attnresunet,0.0073,1.0,0.1326
attnresunet,0.0073,1.0,0.1326
attnresunet,0.0073,1.0,0.1326
attnresunet,0.0073,1.0,0.1327
attnresunet,0.0073,1.0,0.1327
attnresunet,0.0073,1.0,0.1327
attnresunet,0.0073,1.0,0.1327
attnresunet,0.0073,1.0,0.1327
attnresunet,0.0073,1.0,0.1327
attnresunet,0.0073,1.0,0.1327
attnresunet,0.0073,1.0,0.1327
attnresunet,0.0073,1.0,0.1328
attnresunet,0.0073,1.0,0.1328
attnresunet,0.0073,1.0,0.1328
attnresunet,0.0073,1.0,0.1328
attnresunet,0.0073,1.0,0.1328
attnresunet,0.0073,1.0,0.1328
attnresunet,0.0073,1.0,0.1328
attnresunet,0.0073,1.0,0.1329
attnresunet,0.0073,1.0,0.1329
attnresunet,0.0073,1.0,0.1329
attnresunet,0.0073,1.0,0.1329
attnresunet,0.0073,1.0,0.1329
attnresunet,0.0073,1.0,0.1329
attnresunet,0.0073,1.0,0.133
attnresunet,0.0073,1.0,0.133
attnresunet,0.0073,1.0,0.133
attnresunet,0.0073,1.0,0.133
attnresunet,0.0073,1.0,0.133
attnresunet,0.0073,1.0,0.1331
attnresunet,0.0073,1.0,0.1331
attnresunet,0.0073,1.0,0.1331
attnresunet,0.0073,1.0,0.1331
attnresunet,0.0073,1.0,0.1331
attnresunet,0.0073,1.0,0.1331
attnresunet,0.0073,1.0,0.1332
attnresunet,0.0073,1.0,0.1332
attnresunet,0.0073,1.0,0.1332
attnresunet,0.0073,1.0,0.1332
attnresunet,0.0073,1.0,0.1332
attnresunet,0.0073,1.0,0.1332
attnresunet,0.0073,1.0,0.1332
attnresunet,0.0073,1.0,0.1332
attnresunet,0.0073,1.0,0.1332
attnresunet,0.0073,1.0,0.1333
attnresunet,0.0073,1.0,0.1333
attnresunet,0.0073,1.0,0.1333
attnresunet,0.0073,1.0,0.1333
attnresunet,0.0073,1.0,0.1333
attnresunet,0.0073,1.0,0.1333
attnresunet,0.0073,1.0,0.1334
attnresunet,0.0073,1.0,0.1334
attnresunet,0.0073,1.0,0.1334
attnresunet,0.0073,1.0,0.1334
attnresunet,0.0073,1.0,0.1334
attnresunet,0.0073,1.0,0.1334
attnresunet,0.0073,1.0,0.1334
attnresunet,0.0073,1.0,0.1334
attnresunet,0.0073,1.0,0.1335
attnresunet,0.0073,1.0,0.1335
attnresunet,0.0073,1.0,0.1335
attnresunet,0.0073,1.0,0.1335
attnresunet,0.0073,1.0,0.1335
attnresunet,0.0073,1.0,0.1335
attnresunet,0.0073,1.0,0.1335
attnresunet,0.0073,1.0,0.1335
attnresunet,0.0073,1.0,0.1335
attnresunet,0.0073,1.0,0.1335
attnresunet,0.0073,1.0,0.1335
attnresunet,0.0073,1.0,0.1335
attnresunet,0.0073,1.0,0.1335
attnresunet,0.0073,1.0,0.1336
attnresunet,0.0073,1.0,0.1336
attnresunet,0.0073,1.0,0.1336
attnresunet,0.0073,1.0,0.1336
attnresunet,0.0073,1.0,0.1337
attnresunet,0.0073,1.0,0.1337
attnresunet,0.0073,1.0,0.1337
attnresunet,0.0073,1.0,0.1337
attnresunet,0.0073,1.0,0.1337
attnresunet,0.0073,1.0,0.1337
attnresunet,0.0073,1.0,0.1337
attnresunet,0.0073,1.0,0.1337
attnresunet,0.0073,1.0,0.1337
attnresunet,0.0073,1.0,0.1338
attnresunet,0.0073,1.0,0.1338
attnresunet,0.0073,1.0,0.1338
attnresunet,0.0073,1.0,0.1338
attnresunet,0.0073,1.0,0.1338
attnresunet,0.0073,1.0,0.1338
attnresunet,0.0073,1.0,0.1338
attnresunet,0.0073,1.0,0.1338
attnresunet,0.0073,1.0,0.1339
attnresunet,0.0073,1.0,0.1339
attnresunet,0.0073,1.0,0.1339
attnresunet,0.0073,1.0,0.1339
attnresunet,0.0073,1.0,0.134
attnresunet,0.0073,1.0,0.134
attnresunet,0.0073,1.0,0.134
attnresunet,0.0073,1.0,0.134
attnresunet,0.0073,1.0,0.134
attnresunet,0.0073,1.0,0.134
attnresunet,0.0074,1.0,0.134
attnresunet,0.0074,1.0,0.134
attnresunet,0.0074,1.0,0.1341
attnresunet,0.0074,1.0,0.1341
attnresunet,0.0074,1.0,0.1341
attnresunet,0.0074,1.0,0.1342
attnresunet,0.0074,1.0,0.1342
attnresunet,0.0074,1.0,0.1342
attnresunet,0.0074,1.0,0.1342
attnresunet,0.0074,1.0,0.1342
attnresunet,0.0074,1.0,0.1342
attnresunet,0.0074,1.0,0.1342
attnresunet,0.0074,1.0,0.1342
attnresunet,0.0074,1.0,0.1342
attnresunet,0.0074,1.0,0.1342
attnresunet,0.0074,1.0,0.1342
attnresunet,0.0074,1.0,0.1342
attnresunet,0.0074,1.0,0.1342
attnresunet,0.0074,1.0,0.1343
attnresunet,0.0074,1.0,0.1343
attnresunet,0.0074,1.0,0.1343
attnresunet,0.0074,1.0,0.1343
attnresunet,0.0074,1.0,0.1343
attnresunet,0.0074,1.0,0.1343
attnresunet,0.0074,1.0,0.1344
attnresunet,0.0074,1.0,0.1344
attnresunet,0.0074,1.0,0.1344
attnresunet,0.0074,1.0,0.1344
attnresunet,0.0074,1.0,0.1344
attnresunet,0.0074,1.0,0.1344
attnresunet,0.0074,1.0,0.1344
attnresunet,0.0074,1.0,0.1344
attnresunet,0.0074,1.0,0.1344
attnresunet,0.0074,1.0,0.1344
attnresunet,0.0074,1.0,0.1344
attnresunet,0.0074,1.0,0.1344
attnresunet,0.0074,1.0,0.1344
attnresunet,0.0074,1.0,0.1344
attnresunet,0.0074,1.0,0.1345
attnresunet,0.0074,1.0,0.1345
attnresunet,0.0074,1.0,0.1345
attnresunet,0.0074,1.0,0.1345
attnresunet,0.0074,1.0,0.1345
attnresunet,0.0074,1.0,0.1345
attnresunet,0.0074,1.0,0.1346
attnresunet,0.0074,1.0,0.1346
attnresunet,0.0074,1.0,0.1346
attnresunet,0.0074,1.0,0.1346
attnresunet,0.0074,1.0,0.1346
attnresunet,0.0074,1.0,0.1346
attnresunet,0.0074,1.0,0.1346
attnresunet,0.0074,1.0,0.1346
attnresunet,0.0074,1.0,0.1346
attnresunet,0.0074,1.0,0.1346
attnresunet,0.0074,1.0,0.1347
attnresunet,0.0074,1.0,0.1347
attnresunet,0.0074,1.0,0.1347
attnresunet,0.0074,1.0,0.1347
attnresunet,0.0074,1.0,0.1347
attnresunet,0.0074,1.0,0.1347
attnresunet,0.0074,1.0,0.1347
attnresunet,0.0074,1.0,0.1348
attnresunet,0.0074,1.0,0.1348
attnresunet,0.0074,1.0,0.1348
attnresunet,0.0074,1.0,0.1348
attnresunet,0.0074,1.0,0.1348
attnresunet,0.0074,1.0,0.1348
attnresunet,0.0074,1.0,0.1348
attnresunet,0.0074,1.0,0.1348
attnresunet,0.0074,1.0,0.1348
attnresunet,0.0074,1.0,0.1349
attnresunet,0.0074,1.0,0.1349
attnresunet,0.0074,1.0,0.1349
attnresunet,0.0074,1.0,0.1349
attnresunet,0.0074,1.0,0.1349
attnresunet,0.0074,1.0,0.1349
attnresunet,0.0074,1.0,0.1349
attnresunet,0.0074,1.0,0.1349
attnresunet,0.0074,1.0,0.1349
attnresunet,0.0074,1.0,0.1349
attnresunet,0.0074,1.0,0.1349
attnresunet,0.0074,1.0,0.1349
attnresunet,0.0074,1.0,0.135
attnresunet,0.0074,1.0,0.135
attnresunet,0.0074,1.0,0.135
attnresunet,0.0074,1.0,0.135
attnresunet,0.0074,1.0,0.135
attnresunet,0.0074,1.0,0.135
attnresunet,0.0074,1.0,0.135
attnresunet,0.0074,1.0,0.135
attnresunet,0.0074,1.0,0.135
attnresunet,0.0074,1.0,0.135
attnresunet,0.0074,1.0,0.135
attnresunet,0.0074,1.0,0.135
attnresunet,0.0074,1.0,0.1351
attnresunet,0.0074,1.0,0.1351
attnresunet,0.0074,1.0,0.1351
attnresunet,0.0074,1.0,0.1351
attnresunet,0.0074,1.0,0.1351
attnresunet,0.0074,1.0,0.1351
attnresunet,0.0074,1.0,0.1351
attnresunet,0.0074,1.0,0.1351
attnresunet,0.0074,1.0,0.1351
attnresunet,0.0074,1.0,0.1351
attnresunet,0.0074,1.0,0.1351
attnresunet,0.0074,1.0,0.1351
attnresunet,0.0074,1.0,0.1352
attnresunet,0.0074,1.0,0.1352
attnresunet,0.0074,1.0,0.1352
attnresunet,0.0074,1.0,0.1352
attnresunet,0.0074,1.0,0.1352
attnresunet,0.0074,1.0,0.1352
attnresunet,0.0074,1.0,0.1352
attnresunet,0.0074,1.0,0.1352
attnresunet,0.0074,1.0,0.1352
attnresunet,0.0074,1.0,0.1352
attnresunet,0.0074,1.0,0.1352
attnresunet,0.0074,1.0,0.1352
attnresunet,0.0074,1.0,0.1353
attnresunet,0.0074,1.0,0.1353
attnresunet,0.0074,1.0,0.1353
attnresunet,0.0074,1.0,0.1353
attnresunet,0.0074,1.0,0.1353
attnresunet,0.0074,1.0,0.1353
attnresunet,0.0074,1.0,0.1353
attnresunet,0.0074,1.0,0.1354
attnresunet,0.0074,1.0,0.1354
attnresunet,0.0074,1.0,0.1354
attnresunet,0.0074,1.0,0.1354
attnresunet,0.0074,1.0,0.1354
attnresunet,0.0074,1.0,0.1354
attnresunet,0.0074,1.0,0.1354
attnresunet,0.0074,1.0,0.1355
attnresunet,0.0074,1.0,0.1355
attnresunet,0.0074,1.0,0.1355
attnresunet,0.0074,1.0,0.1355
attnresunet,0.0074,1.0,0.1355
attnresunet,0.0074,1.0,0.1355
attnresunet,0.0074,1.0,0.1355
attnresunet,0.0074,1.0,0.1355
attnresunet,0.0074,1.0,0.1356
attnresunet,0.0074,1.0,0.1356
attnresunet,0.0074,1.0,0.1356
attnresunet,0.0074,1.0,0.1356
attnresunet,0.0074,1.0,0.1356
attnresunet,0.0074,1.0,0.1356
attnresunet,0.0075,1.0,0.1356
attnresunet,0.0075,1.0,0.1356
attnresunet,0.0075,1.0,0.1357
attnresunet,0.0075,1.0,0.1357
attnresunet,0.0075,1.0,0.1357
attnresunet,0.0075,1.0,0.1357
attnresunet,0.0075,1.0,0.1357
attnresunet,0.0075,1.0,0.1357
attnresunet,0.0075,1.0,0.1357
attnresunet,0.0075,1.0,0.1358
attnresunet,0.0075,1.0,0.1358
attnresunet,0.0075,1.0,0.1358
attnresunet,0.0075,1.0,0.1358
attnresunet,0.0075,1.0,0.1358
attnresunet,0.0075,1.0,0.1358
attnresunet,0.0075,1.0,0.1358
attnresunet,0.0075,1.0,0.1358
attnresunet,0.0075,1.0,0.1358
attnresunet,0.0075,1.0,0.1358
attnresunet,0.0075,1.0,0.1359
attnresunet,0.0075,1.0,0.1359
attnresunet,0.0075,1.0,0.1359
attnresunet,0.0075,1.0,0.1359
attnresunet,0.0075,1.0,0.1359
attnresunet,0.0075,1.0,0.1359
attnresunet,0.0075,1.0,0.1359
attnresunet,0.0075,1.0,0.1359
attnresunet,0.0075,1.0,0.1359
attnresunet,0.0075,1.0,0.1359
attnresunet,0.0075,1.0,0.1359
attnresunet,0.0075,1.0,0.1359
attnresunet,0.0075,1.0,0.136
attnresunet,0.0075,1.0,0.136
attnresunet,0.0075,1.0,0.136
attnresunet,0.0075,1.0,0.136
attnresunet,0.0075,1.0,0.136
attnresunet,0.0075,1.0,0.136
attnresunet,0.0075,1.0,0.136
attnresunet,0.0075,1.0,0.136
attnresunet,0.0075,1.0,0.136
attnresunet,0.0075,1.0,0.1361
attnresunet,0.0075,1.0,0.1361
attnresunet,0.0075,1.0,0.1361
attnresunet,0.0075,1.0,0.1361
attnresunet,0.0075,1.0,0.1361
attnresunet,0.0075,1.0,0.1361
attnresunet,0.0075,1.0,0.1361
attnresunet,0.0075,1.0,0.1362
attnresunet,0.0075,1.0,0.1362
attnresunet,0.0075,1.0,0.1362
attnresunet,0.0075,1.0,0.1362
attnresunet,0.0075,1.0,0.1362
attnresunet,0.0075,1.0,0.1362
attnresunet,0.0075,1.0,0.1362
attnresunet,0.0075,1.0,0.1363
attnresunet,0.0075,1.0,0.1363
attnresunet,0.0075,1.0,0.1363
attnresunet,0.0075,1.0,0.1363
attnresunet,0.0075,1.0,0.1363
