Model,Precision,Recall,Threshold
attnunet,0.0144,1.0,0.1617
attnunet,0.0144,1.0,0.1617
attnunet,0.0144,1.0,0.1617
attnunet,0.0144,1.0,0.1617
attnunet,0.0144,1.0,0.1618
attnunet,0.0144,1.0,0.1618
attnunet,0.0144,1.0,0.1618
attnunet,0.0144,1.0,0.1618
attnunet,0.0144,1.0,0.1618
attnunet,0.0144,1.0,0.1618
attnunet,0.0144,1.0,0.1618
attnunet,0.0144,1.0,0.1619
attnunet,0.0144,1.0,0.1619
attnunet,0.0144,1.0,0.1619
attnunet,0.0144,1.0,0.1619
attnunet,0.0144,1.0,0.162
attnunet,0.0144,1.0,0.162
attnunet,0.0144,1.0,0.162
attnunet,0.0144,1.0,0.162
attnunet,0.0144,1.0,0.162
attnunet,0.0144,1.0,0.162
attnunet,0.0144,1.0,0.162
attnunet,0.0144,1.0,0.162
attnunet,0.0144,1.0,0.1621
attnunet,0.0145,1.0,0.1621
attnunet,0.0145,1.0,0.1621
attnunet,0.0145,1.0,0.1622
attnunet,0.0145,1.0,0.1622
attnunet,0.0145,1.0,0.1622
attnunet,0.0145,1.0,0.1623
attnunet,0.0145,1.0,0.1623
attnunet,0.0145,1.0,0.1623
attnunet,0.0145,1.0,0.1623
attnunet,0.0145,1.0,0.1623
attnunet,0.0145,1.0,0.1623
attnunet,0.0145,1.0,0.1623
attnunet,0.0145,1.0,0.1624
attnunet,0.0145,1.0,0.1624
attnunet,0.0145,1.0,0.1624
attnunet,0.0145,1.0,0.1624
attnunet,0.0145,1.0,0.1624
attnunet,0.0145,1.0,0.1624
attnunet,0.0145,1.0,0.1625
attnunet,0.0145,1.0,0.1625
attnunet,0.0145,1.0,0.1626
attnunet,0.0145,1.0,0.1626
attnunet,0.0145,1.0,0.1626
attnunet,0.0145,1.0,0.1626
attnunet,0.0145,1.0,0.1626
attnunet,0.0145,1.0,0.1626
attnunet,0.0145,1.0,0.1626
attnunet,0.0145,1.0,0.1627
attnunet,0.0145,1.0,0.1627
attnunet,0.0145,1.0,0.1627
attnunet,0.0145,1.0,0.1627
attnunet,0.0145,1.0,0.1628
attnunet,0.0145,1.0,0.1628
attnunet,0.0145,1.0,0.1628
attnunet,0.0145,1.0,0.1629
attnunet,0.0145,1.0,0.1629
attnunet,0.0145,1.0,0.1629
attnunet,0.0145,1.0,0.1629
attnunet,0.0146,1.0,0.1629
attnunet,0.0146,1.0,0.1629
attnunet,0.0146,1.0,0.1629
attnunet,0.0146,1.0,0.1629
attnunet,0.0146,1.0,0.163
attnunet,0.0146,1.0,0.163
attnunet,0.0146,1.0,0.163
attnunet,0.0146,1.0,0.1631
attnunet,0.0146,1.0,0.1631
attnunet,0.0146,1.0,0.1631
attnunet,0.0146,1.0,0.1631
attnunet,0.0146,1.0,0.1631
attnunet,0.0146,1.0,0.1632
attnunet,0.0146,1.0,0.1632
attnunet,0.0146,1.0,0.1632
attnunet,0.0146,1.0,0.1632
attnunet,0.0146,1.0,0.1632
attnunet,0.0146,1.0,0.1632
attnunet,0.0146,1.0,0.1632
attnunet,0.0146,1.0,0.1632
attnunet,0.0146,1.0,0.1633
attnunet,0.0146,1.0,0.1633
attnunet,0.0146,1.0,0.1633
attnunet,0.0146,1.0,0.1633
attnunet,0.0146,1.0,0.1633
attnunet,0.0146,1.0,0.1633
attnunet,0.0146,1.0,0.1633
attnunet,0.0146,1.0,0.1633
attnunet,0.0146,1.0,0.1633
attnunet,0.0146,1.0,0.1634
attnunet,0.0146,1.0,0.1634
attnunet,0.0146,1.0,0.1634
attnunet,0.0146,1.0,0.1635
attnunet,0.0146,1.0,0.1635
attnunet,0.0146,1.0,0.1635
attnunet,0.0146,1.0,0.1635
attnunet,0.0146,1.0,0.1635
attnunet,0.0146,1.0,0.1635
attnunet,0.0147,1.0,0.1636
attnunet,0.0147,1.0,0.1636
attnunet,0.0147,1.0,0.1636
attnunet,0.0147,1.0,0.1636
attnunet,0.0147,1.0,0.1636
attnunet,0.0147,1.0,0.1636
attnunet,0.0147,1.0,0.1636
attnunet,0.0147,1.0,0.1636
attnunet,0.0147,1.0,0.1637
attnunet,0.0147,1.0,0.1637
attnunet,0.0147,1.0,0.1637
attnunet,0.0147,1.0,0.1637
attnunet,0.0147,1.0,0.1637
attnunet,0.0147,1.0,0.1637
attnunet,0.0147,1.0,0.1638
attnunet,0.0147,1.0,0.1638
attnunet,0.0147,1.0,0.1638
attnunet,0.0147,1.0,0.1638
attnunet,0.0147,1.0,0.1638
attnunet,0.0147,1.0,0.1639
attnunet,0.0147,1.0,0.1639
attnunet,0.0147,1.0,0.1639
attnunet,0.0147,1.0,0.1639
attnunet,0.0147,1.0,0.1639
attnunet,0.0147,1.0,0.164
attnunet,0.0147,1.0,0.164
attnunet,0.0147,1.0,0.164
attnunet,0.0147,1.0,0.164
attnunet,0.0147,1.0,0.164
attnunet,0.0147,1.0,0.164
attnunet,0.0147,1.0,0.164
attnunet,0.0147,1.0,0.1641
attnunet,0.0147,1.0,0.1641
attnunet,0.0147,1.0,0.1641
attnunet,0.0147,1.0,0.1641
attnunet,0.0147,1.0,0.1641
attnunet,0.0147,1.0,0.1641
attnunet,0.0148,1.0,0.1642
attnunet,0.0148,1.0,0.1642
attnunet,0.0148,1.0,0.1642
attnunet,0.0148,1.0,0.1642
attnunet,0.0148,1.0,0.1642
attnunet,0.0148,1.0,0.1642
attnunet,0.0148,1.0,0.1642
attnunet,0.0148,1.0,0.1642
attnunet,0.0148,1.0,0.1643
attnunet,0.0148,1.0,0.1643
attnunet,0.0148,1.0,0.1643
attnunet,0.0148,1.0,0.1643
attnunet,0.0148,1.0,0.1643
attnunet,0.0148,1.0,0.1644
attnunet,0.0148,1.0,0.1644
attnunet,0.0148,1.0,0.1644
attnunet,0.0148,1.0,0.1645
attnunet,0.0148,1.0,0.1645
attnunet,0.0148,1.0,0.1645
attnunet,0.0148,1.0,0.1645
attnunet,0.0148,1.0,0.1645
attnunet,0.0148,1.0,0.1645
attnunet,0.0148,1.0,0.1645
attnunet,0.0148,1.0,0.1646
attnunet,0.0148,1.0,0.1646
attnunet,0.0148,1.0,0.1646
attnunet,0.0148,1.0,0.1646
attnunet,0.0148,1.0,0.1646
attnunet,0.0148,1.0,0.1646
attnunet,0.0148,1.0,0.1646
attnunet,0.0148,1.0,0.1646
attnunet,0.0148,1.0,0.1646
attnunet,0.0148,1.0,0.1647
attnunet,0.0148,1.0,0.1647
attnunet,0.0148,1.0,0.1647
attnunet,0.0148,1.0,0.1647
attnunet,0.0149,1.0,0.1648
attnunet,0.0149,1.0,0.1648
attnunet,0.0149,1.0,0.1648
attnunet,0.0149,1.0,0.1649
attnunet,0.0149,1.0,0.1649
attnunet,0.0149,1.0,0.1649
attnunet,0.0149,1.0,0.1649
attnunet,0.0149,1.0,0.165
attnunet,0.0149,1.0,0.165
attnunet,0.0149,1.0,0.165
attnunet,0.0149,1.0,0.165
attnunet,0.0149,1.0,0.165
attnunet,0.0149,1.0,0.165
attnunet,0.0149,1.0,0.1651
attnunet,0.0149,1.0,0.1651
attnunet,0.0149,1.0,0.1651
attnunet,0.0149,1.0,0.1651
attnunet,0.0149,1.0,0.1651
attnunet,0.0149,1.0,0.1651
attnunet,0.0149,1.0,0.1652
attnunet,0.0149,1.0,0.1652
attnunet,0.0149,1.0,0.1652
attnunet,0.0149,1.0,0.1653
attnunet,0.0149,1.0,0.1653
attnunet,0.0149,1.0,0.1653
attnunet,0.0149,1.0,0.1653
attnunet,0.0149,1.0,0.1653
attnunet,0.0149,1.0,0.1653
attnunet,0.0149,1.0,0.1653
attnunet,0.0149,1.0,0.1653
attnunet,0.0149,1.0,0.1653
attnunet,0.0149,1.0,0.1654
attnunet,0.0149,1.0,0.1654
attnunet,0.0149,1.0,0.1654
attnunet,0.0149,1.0,0.1654
attnunet,0.0149,1.0,0.1654
attnunet,0.015,1.0,0.1654
attnunet,0.015,1.0,0.1654
attnunet,0.015,1.0,0.1654
attnunet,0.015,1.0,0.1655
attnunet,0.015,1.0,0.1655
attnunet,0.015,1.0,0.1655
attnunet,0.015,1.0,0.1655
attnunet,0.015,1.0,0.1655
attnunet,0.015,1.0,0.1655
attnunet,0.015,1.0,0.1655
attnunet,0.015,1.0,0.1656
attnunet,0.015,1.0,0.1656
attnunet,0.015,1.0,0.1656
attnunet,0.015,1.0,0.1656
attnunet,0.015,1.0,0.1657
attnunet,0.015,1.0,0.1657
attnunet,0.015,1.0,0.1657
attnunet,0.015,1.0,0.1657
attnunet,0.015,1.0,0.1657
attnunet,0.015,1.0,0.1658
attnunet,0.015,1.0,0.1658
attnunet,0.015,1.0,0.1658
attnunet,0.015,1.0,0.1658
attnunet,0.015,1.0,0.1658
attnunet,0.015,1.0,0.1658
attnunet,0.015,1.0,0.1658
attnunet,0.015,1.0,0.1659
attnunet,0.015,1.0,0.1659
attnunet,0.015,1.0,0.1659
attnunet,0.015,1.0,0.1659
attnunet,0.015,1.0,0.1659
attnunet,0.015,1.0,0.1659
attnunet,0.015,1.0,0.1659
attnunet,0.015,1.0,0.1659
attnunet,0.015,1.0,0.1659
attnunet,0.015,1.0,0.1659
attnunet,0.0151,1.0,0.1659
attnunet,0.0151,1.0,0.166
attnunet,0.0151,1.0,0.166
attnunet,0.0151,1.0,0.166
attnunet,0.0151,1.0,0.166
attnunet,0.0151,1.0,0.166
attnunet,0.0151,1.0,0.166
attnunet,0.0151,1.0,0.1661
attnunet,0.0151,1.0,0.1662
attnunet,0.0151,1.0,0.1662
attnunet,0.0151,1.0,0.1662
attnunet,0.0151,1.0,0.1662
attnunet,0.0151,1.0,0.1663
attnunet,0.0151,1.0,0.1663
attnunet,0.0151,1.0,0.1663
attnunet,0.0151,1.0,0.1663
attnunet,0.0151,1.0,0.1663
attnunet,0.0151,1.0,0.1663
attnunet,0.0151,1.0,0.1664
attnunet,0.0151,1.0,0.1664
attnunet,0.0151,1.0,0.1664
attnunet,0.0151,1.0,0.1664
attnunet,0.0151,1.0,0.1664
attnunet,0.0151,1.0,0.1664
attnunet,0.0151,1.0,0.1664
attnunet,0.0151,1.0,0.1664
attnunet,0.0151,1.0,0.1665
attnunet,0.0151,1.0,0.1665
attnunet,0.0151,1.0,0.1665
attnunet,0.0151,1.0,0.1665
attnunet,0.0151,1.0,0.1665
attnunet,0.0151,1.0,0.1665
attnunet,0.0151,1.0,0.1665
attnunet,0.0151,1.0,0.1665
attnunet,0.0151,1.0,0.1665
attnunet,0.0152,1.0,0.1665
attnunet,0.0152,1.0,0.1666
attnunet,0.0152,1.0,0.1667
attnunet,0.0152,1.0,0.1667
attnunet,0.0152,1.0,0.1667
attnunet,0.0152,1.0,0.1667
attnunet,0.0152,1.0,0.1667
attnunet,0.0152,1.0,0.1667
attnunet,0.0152,1.0,0.1667
attnunet,0.0152,1.0,0.1667
attnunet,0.0152,1.0,0.1667
attnunet,0.0152,1.0,0.1668
attnunet,0.0152,1.0,0.1668
attnunet,0.0152,1.0,0.1668
attnunet,0.0152,1.0,0.1668
attnunet,0.0152,1.0,0.1668
attnunet,0.0152,1.0,0.1668
attnunet,0.0152,1.0,0.1669
attnunet,0.0152,1.0,0.1669
attnunet,0.0152,1.0,0.1669
attnunet,0.0152,1.0,0.1669
attnunet,0.0152,1.0,0.167
attnunet,0.0152,1.0,0.167
attnunet,0.0152,1.0,0.1671
attnunet,0.0152,1.0,0.1671
attnunet,0.0152,1.0,0.1671
attnunet,0.0152,1.0,0.1671
attnunet,0.0152,1.0,0.1671
attnunet,0.0152,1.0,0.1671
attnunet,0.0152,1.0,0.1671
attnunet,0.0152,1.0,0.1671
attnunet,0.0152,1.0,0.1671
attnunet,0.0152,1.0,0.1672
attnunet,0.0152,1.0,0.1672
attnunet,0.0152,1.0,0.1672
attnunet,0.0153,1.0,0.1672
attnunet,0.0153,1.0,0.1672
attnunet,0.0153,1.0,0.1672
attnunet,0.0153,1.0,0.1672
attnunet,0.0153,1.0,0.1672
attnunet,0.0153,1.0,0.1672
attnunet,0.0153,1.0,0.1672
attnunet,0.0153,1.0,0.1672
attnunet,0.0153,1.0,0.1672
attnunet,0.0153,1.0,0.1672
attnunet,0.0153,1.0,0.1673
attnunet,0.0153,1.0,0.1673
attnunet,0.0153,1.0,0.1673
attnunet,0.0153,1.0,0.1673
attnunet,0.0153,1.0,0.1673
attnunet,0.0153,1.0,0.1673
attnunet,0.0153,1.0,0.1674
attnunet,0.0153,1.0,0.1674
attnunet,0.0153,1.0,0.1674
attnunet,0.0153,1.0,0.1674
attnunet,0.0153,1.0,0.1674
attnunet,0.0153,1.0,0.1674
attnunet,0.0153,1.0,0.1674
attnunet,0.0153,1.0,0.1674
attnunet,0.0153,1.0,0.1674
attnunet,0.0153,1.0,0.1675
attnunet,0.0153,1.0,0.1675
attnunet,0.0153,1.0,0.1675
attnunet,0.0153,1.0,0.1675
attnunet,0.0153,1.0,0.1675
attnunet,0.0153,1.0,0.1675
attnunet,0.0153,1.0,0.1675
attnunet,0.0153,1.0,0.1676
attnunet,0.0153,1.0,0.1676
attnunet,0.0154,1.0,0.1676
attnunet,0.0154,1.0,0.1676
attnunet,0.0154,1.0,0.1676
attnunet,0.0154,1.0,0.1676
attnunet,0.0154,1.0,0.1676
attnunet,0.0154,1.0,0.1676
attnunet,0.0154,1.0,0.1677
attnunet,0.0154,1.0,0.1677
attnunet,0.0154,1.0,0.1677
attnunet,0.0154,1.0,0.1677
attnunet,0.0154,1.0,0.1677
attnunet,0.0154,1.0,0.1677
attnunet,0.0154,1.0,0.1678
attnunet,0.0154,1.0,0.1678
attnunet,0.0154,1.0,0.1678
attnunet,0.0154,1.0,0.1678
attnunet,0.0154,1.0,0.1678
attnunet,0.0154,1.0,0.1678
attnunet,0.0154,1.0,0.1679
attnunet,0.0154,1.0,0.1679
attnunet,0.0154,1.0,0.1679
attnunet,0.0154,1.0,0.168
attnunet,0.0154,1.0,0.168
attnunet,0.0154,1.0,0.1681
attnunet,0.0154,1.0,0.1681
attnunet,0.0154,1.0,0.1681
attnunet,0.0154,1.0,0.1681
attnunet,0.0154,1.0,0.1681
attnunet,0.0154,1.0,0.1681
attnunet,0.0154,1.0,0.1681
attnunet,0.0154,1.0,0.1681
attnunet,0.0154,1.0,0.1681
attnunet,0.0154,1.0,0.1681
attnunet,0.0154,1.0,0.1682
attnunet,0.0155,1.0,0.1682
attnunet,0.0155,1.0,0.1682
attnunet,0.0155,1.0,0.1683
attnunet,0.0155,1.0,0.1683
attnunet,0.0155,1.0,0.1683
attnunet,0.0155,1.0,0.1683
attnunet,0.0155,1.0,0.1683
attnunet,0.0155,1.0,0.1683
attnunet,0.0155,1.0,0.1684
attnunet,0.0155,1.0,0.1684
attnunet,0.0155,1.0,0.1684
attnunet,0.0155,1.0,0.1684
attnunet,0.0155,1.0,0.1684
attnunet,0.0155,1.0,0.1684
attnunet,0.0155,1.0,0.1684
attnunet,0.0155,1.0,0.1684
attnunet,0.0155,1.0,0.1684
attnunet,0.0155,1.0,0.1685
attnunet,0.0155,1.0,0.1685
attnunet,0.0155,1.0,0.1685
attnunet,0.0155,1.0,0.1685
attnunet,0.0155,1.0,0.1685
attnunet,0.0155,1.0,0.1685
attnunet,0.0155,1.0,0.1685
attnunet,0.0155,1.0,0.1686
attnunet,0.0155,1.0,0.1686
attnunet,0.0155,1.0,0.1686
attnunet,0.0155,1.0,0.1686
attnunet,0.0155,1.0,0.1686
attnunet,0.0155,1.0,0.1687
attnunet,0.0155,1.0,0.1687
attnunet,0.0155,1.0,0.1687
attnunet,0.0155,1.0,0.1687
attnunet,0.0156,1.0,0.1688
attnunet,0.0156,1.0,0.1688
attnunet,0.0156,1.0,0.1688
attnunet,0.0156,1.0,0.1688
attnunet,0.0156,1.0,0.1688
attnunet,0.0156,1.0,0.1688
attnunet,0.0156,1.0,0.1688
attnunet,0.0156,1.0,0.1688
attnunet,0.0156,1.0,0.1688
attnunet,0.0156,1.0,0.1689
attnunet,0.0156,1.0,0.1689
attnunet,0.0156,1.0,0.1689
attnunet,0.0156,1.0,0.1689
attnunet,0.0156,1.0,0.1689
attnunet,0.0156,1.0,0.1689
attnunet,0.0156,1.0,0.1689
attnunet,0.0156,1.0,0.169
attnunet,0.0156,1.0,0.169
attnunet,0.0156,1.0,0.169
attnunet,0.0156,1.0,0.169
attnunet,0.0156,1.0,0.169
attnunet,0.0156,1.0,0.169
attnunet,0.0156,1.0,0.169
attnunet,0.0156,1.0,0.169
attnunet,0.0156,1.0,0.1691
attnunet,0.0156,1.0,0.1691
attnunet,0.0156,1.0,0.1691
attnunet,0.0156,1.0,0.1691
attnunet,0.0156,1.0,0.1691
attnunet,0.0156,1.0,0.1692
attnunet,0.0156,1.0,0.1692
attnunet,0.0156,1.0,0.1692
attnunet,0.0156,1.0,0.1692
attnunet,0.0157,1.0,0.1692
attnunet,0.0157,1.0,0.1693
attnunet,0.0157,1.0,0.1693
attnunet,0.0157,1.0,0.1693
attnunet,0.0157,1.0,0.1693
attnunet,0.0157,1.0,0.1693
attnunet,0.0157,1.0,0.1694
attnunet,0.0157,1.0,0.1694
attnunet,0.0157,1.0,0.1694
attnunet,0.0157,1.0,0.1694
attnunet,0.0157,1.0,0.1694
attnunet,0.0157,1.0,0.1694
attnunet,0.0157,1.0,0.1694
attnunet,0.0157,1.0,0.1694
attnunet,0.0157,1.0,0.1695
attnunet,0.0157,1.0,0.1695
attnunet,0.0157,1.0,0.1695
attnunet,0.0157,1.0,0.1695
attnunet,0.0157,1.0,0.1695
attnunet,0.0157,1.0,0.1696
attnunet,0.0157,1.0,0.1696
attnunet,0.0157,1.0,0.1696
attnunet,0.0157,1.0,0.1696
attnunet,0.0157,1.0,0.1696
attnunet,0.0157,1.0,0.1697
attnunet,0.0157,1.0,0.1697
attnunet,0.0157,1.0,0.1697
attnunet,0.0157,1.0,0.1698
attnunet,0.0157,1.0,0.1698
attnunet,0.0157,1.0,0.1698
attnunet,0.0157,1.0,0.1698
attnunet,0.0157,1.0,0.1698
attnunet,0.0158,1.0,0.1698
attnunet,0.0158,1.0,0.1698
attnunet,0.0158,1.0,0.1698
attnunet,0.0158,1.0,0.1699
attnunet,0.0158,1.0,0.1699
attnunet,0.0158,1.0,0.1699
attnunet,0.0158,1.0,0.1699
attnunet,0.0158,1.0,0.1699
attnunet,0.0158,1.0,0.1699
attnunet,0.0158,1.0,0.17
attnunet,0.0158,1.0,0.17
attnunet,0.0158,1.0,0.17
attnunet,0.0158,1.0,0.17
attnunet,0.0158,1.0,0.17
attnunet,0.0158,1.0,0.17
attnunet,0.0158,1.0,0.17
attnunet,0.0158,1.0,0.17
attnunet,0.0158,1.0,0.17
attnunet,0.0158,1.0,0.17
attnunet,0.0158,1.0,0.17
attnunet,0.0158,1.0,0.17
attnunet,0.0158,1.0,0.17
attnunet,0.0158,1.0,0.1701
attnunet,0.0158,1.0,0.1701
attnunet,0.0158,1.0,0.1701
attnunet,0.0158,1.0,0.1701
attnunet,0.0158,1.0,0.1701
attnunet,0.0158,1.0,0.1701
attnunet,0.0158,1.0,0.1701
attnunet,0.0158,1.0,0.1702
attnunet,0.0158,1.0,0.1702
attnunet,0.0158,1.0,0.1702
attnunet,0.0159,1.0,0.1702
attnunet,0.0159,1.0,0.1703
attnunet,0.0159,1.0,0.1703
attnunet,0.0159,1.0,0.1703
attnunet,0.0159,1.0,0.1703
attnunet,0.0159,1.0,0.1703
attnunet,0.0159,1.0,0.1703
attnunet,0.0159,1.0,0.1703
attnunet,0.0159,1.0,0.1703
attnunet,0.0159,1.0,0.1704
attnunet,0.0159,1.0,0.1704
attnunet,0.0159,1.0,0.1704
attnunet,0.0159,1.0,0.1704
attnunet,0.0159,1.0,0.1704
attnunet,0.0159,1.0,0.1704
attnunet,0.0159,1.0,0.1704
attnunet,0.0159,1.0,0.1704
attnunet,0.0159,1.0,0.1705
attnunet,0.0159,1.0,0.1705
attnunet,0.0159,1.0,0.1705
attnunet,0.0159,1.0,0.1705
attnunet,0.0159,1.0,0.1705
attnunet,0.0159,1.0,0.1705
attnunet,0.0159,1.0,0.1705
attnunet,0.0159,1.0,0.1705
attnunet,0.0159,1.0,0.1706
attnunet,0.0159,1.0,0.1706
attnunet,0.0159,1.0,0.1706
attnunet,0.0159,1.0,0.1707
attnunet,0.0159,1.0,0.1707
attnunet,0.0159,1.0,0.1707
attnunet,0.0159,1.0,0.1707
attnunet,0.016,1.0,0.1707
attnunet,0.016,1.0,0.1707
attnunet,0.016,1.0,0.1707
attnunet,0.016,1.0,0.1707
attnunet,0.016,1.0,0.1707
attnunet,0.016,1.0,0.1707
attnunet,0.016,1.0,0.1707
attnunet,0.016,1.0,0.1707
attnunet,0.016,1.0,0.1708
attnunet,0.016,1.0,0.1708
attnunet,0.016,1.0,0.1708
attnunet,0.016,1.0,0.1708
attnunet,0.016,1.0,0.1708
attnunet,0.016,1.0,0.1708
attnunet,0.016,1.0,0.1708
attnunet,0.016,1.0,0.1708
attnunet,0.016,1.0,0.1708
attnunet,0.016,1.0,0.1709
attnunet,0.016,1.0,0.1709
attnunet,0.016,1.0,0.1709
attnunet,0.016,1.0,0.1709
attnunet,0.016,1.0,0.1709
attnunet,0.016,1.0,0.1709
attnunet,0.016,1.0,0.171
attnunet,0.016,1.0,0.171
attnunet,0.016,1.0,0.171
attnunet,0.016,1.0,0.171
attnunet,0.016,1.0,0.171
attnunet,0.016,1.0,0.171
attnunet,0.016,1.0,0.171
attnunet,0.016,1.0,0.1711
attnunet,0.0161,1.0,0.1711
attnunet,0.0161,1.0,0.1711
attnunet,0.0161,1.0,0.1712
attnunet,0.0161,1.0,0.1712
attnunet,0.0161,1.0,0.1712
attnunet,0.0161,1.0,0.1712
attnunet,0.0161,1.0,0.1713
attnunet,0.0161,1.0,0.1713
attnunet,0.0161,1.0,0.1713
attnunet,0.0161,1.0,0.1713
attnunet,0.0161,1.0,0.1713
attnunet,0.0161,1.0,0.1713
attnunet,0.0161,1.0,0.1713
attnunet,0.0161,1.0,0.1713
attnunet,0.0161,1.0,0.1714
attnunet,0.0161,1.0,0.1714
attnunet,0.0161,1.0,0.1714
attnunet,0.0161,1.0,0.1714
attnunet,0.0161,1.0,0.1714
attnunet,0.0161,1.0,0.1714
attnunet,0.0161,1.0,0.1714
attnunet,0.0161,1.0,0.1714
attnunet,0.0161,1.0,0.1714
attnunet,0.0161,1.0,0.1715
attnunet,0.0161,1.0,0.1715
attnunet,0.0161,1.0,0.1715
attnunet,0.0161,1.0,0.1715
attnunet,0.0161,1.0,0.1715
attnunet,0.0161,1.0,0.1715
attnunet,0.0161,1.0,0.1715
attnunet,0.0161,1.0,0.1715
attnunet,0.0162,1.0,0.1715
attnunet,0.0162,1.0,0.1715
attnunet,0.0162,1.0,0.1716
attnunet,0.0162,1.0,0.1716
attnunet,0.0162,1.0,0.1716
attnunet,0.0162,1.0,0.1716
attnunet,0.0162,1.0,0.1716
attnunet,0.0162,1.0,0.1716
attnunet,0.0162,1.0,0.1716
attnunet,0.0162,1.0,0.1717
attnunet,0.0162,1.0,0.1717
attnunet,0.0162,1.0,0.1717
attnunet,0.0162,1.0,0.1717
attnunet,0.0162,1.0,0.1717
attnunet,0.0162,1.0,0.1717
attnunet,0.0162,1.0,0.1717
attnunet,0.0162,1.0,0.1717
attnunet,0.0162,1.0,0.1718
attnunet,0.0162,1.0,0.1718
attnunet,0.0162,1.0,0.1719
attnunet,0.0162,1.0,0.1719
attnunet,0.0162,1.0,0.1719
attnunet,0.0162,1.0,0.1719
attnunet,0.0162,1.0,0.1719
attnunet,0.0162,1.0,0.172
attnunet,0.0162,1.0,0.172
attnunet,0.0162,1.0,0.172
attnunet,0.0162,1.0,0.172
attnunet,0.0162,1.0,0.172
attnunet,0.0162,1.0,0.172
attnunet,0.0163,1.0,0.172
attnunet,0.0163,1.0,0.172
attnunet,0.0163,1.0,0.172
attnunet,0.0163,1.0,0.1721
attnunet,0.0163,1.0,0.1721
attnunet,0.0163,1.0,0.1722
attnunet,0.0163,1.0,0.1722
attnunet,0.0163,1.0,0.1722
attnunet,0.0163,1.0,0.1722
attnunet,0.0163,1.0,0.1722
attnunet,0.0163,1.0,0.1722
attnunet,0.0163,1.0,0.1722
attnunet,0.0163,1.0,0.1722
attnunet,0.0163,1.0,0.1722
attnunet,0.0163,1.0,0.1722
attnunet,0.0163,1.0,0.1722
attnunet,0.0163,1.0,0.1722
attnunet,0.0163,1.0,0.1723
attnunet,0.0163,1.0,0.1723
attnunet,0.0163,1.0,0.1723
attnunet,0.0163,1.0,0.1723
attnunet,0.0163,1.0,0.1723
attnunet,0.0163,1.0,0.1723
attnunet,0.0163,1.0,0.1723
attnunet,0.0163,1.0,0.1723
attnunet,0.0163,1.0,0.1724
attnunet,0.0163,1.0,0.1724
attnunet,0.0163,1.0,0.1724
attnunet,0.0163,1.0,0.1724
attnunet,0.0163,1.0,0.1724
attnunet,0.0163,1.0,0.1726
attnunet,0.0164,1.0,0.1726
attnunet,0.0164,1.0,0.1726
attnunet,0.0164,1.0,0.1726
attnunet,0.0164,1.0,0.1726
attnunet,0.0164,1.0,0.1726
attnunet,0.0164,1.0,0.1726
attnunet,0.0164,1.0,0.1727
attnunet,0.0164,1.0,0.1727
attnunet,0.0164,1.0,0.1727
attnunet,0.0164,1.0,0.1728
attnunet,0.0164,1.0,0.1728
attnunet,0.0164,1.0,0.1728
attnunet,0.0164,1.0,0.1728
attnunet,0.0164,1.0,0.1728
attnunet,0.0164,1.0,0.1729
attnunet,0.0164,1.0,0.1729
attnunet,0.0164,1.0,0.1729
attnunet,0.0164,1.0,0.1729
attnunet,0.0164,1.0,0.1729
attnunet,0.0164,1.0,0.1729
attnunet,0.0164,1.0,0.173
attnunet,0.0164,1.0,0.173
attnunet,0.0164,1.0,0.173
attnunet,0.0164,1.0,0.173
attnunet,0.0164,1.0,0.173
attnunet,0.0164,1.0,0.173
attnunet,0.0164,1.0,0.1731
attnunet,0.0164,1.0,0.1731
attnunet,0.0164,1.0,0.1731
attnunet,0.0165,1.0,0.1731
attnunet,0.0165,1.0,0.1731
attnunet,0.0165,1.0,0.1731
attnunet,0.0165,1.0,0.1731
attnunet,0.0165,1.0,0.1731
attnunet,0.0165,1.0,0.1731
attnunet,0.0165,1.0,0.1731
attnunet,0.0165,1.0,0.1732
attnunet,0.0165,1.0,0.1733
attnunet,0.0165,1.0,0.1733
attnunet,0.0165,1.0,0.1733
attnunet,0.0165,1.0,0.1733
attnunet,0.0165,1.0,0.1733
attnunet,0.0165,1.0,0.1734
attnunet,0.0165,1.0,0.1734
attnunet,0.0165,1.0,0.1734
attnunet,0.0165,1.0,0.1734
attnunet,0.0165,1.0,0.1734
attnunet,0.0165,1.0,0.1735
attnunet,0.0165,1.0,0.1735
attnunet,0.0165,1.0,0.1735
attnunet,0.0165,1.0,0.1735
attnunet,0.0165,1.0,0.1736
attnunet,0.0165,1.0,0.1736
attnunet,0.0165,1.0,0.1736
attnunet,0.0165,1.0,0.1736
attnunet,0.0165,1.0,0.1736
attnunet,0.0165,1.0,0.1737
attnunet,0.0165,1.0,0.1737
attnunet,0.0165,1.0,0.1737
attnunet,0.0166,1.0,0.1738
attnunet,0.0166,1.0,0.1738
attnunet,0.0166,1.0,0.1738
attnunet,0.0166,1.0,0.1738
attnunet,0.0166,1.0,0.1738
attnunet,0.0166,1.0,0.1738
attnunet,0.0166,1.0,0.1738
attnunet,0.0166,1.0,0.1738
attnunet,0.0166,1.0,0.1739
attnunet,0.0166,1.0,0.1739
attnunet,0.0166,1.0,0.1739
attnunet,0.0166,1.0,0.1739
attnunet,0.0166,1.0,0.1739
attnunet,0.0166,1.0,0.1739
attnunet,0.0166,1.0,0.1739
attnunet,0.0166,1.0,0.174
